CountyName	PrecinctName	Amend #2 Yes	Amend #2 No	Amend #3 Yes	Amend #3 No	Amend #6 Yes	Amend #6 No	Amend #7 Yes	Amend #7 No	Prop B Yes	Prop B No
CAPE GIRARDEAU	033-DELTA	165	380	179	364	293	209	429	84	362	167
CAPE GIRARDEAU	034-MILLERSVILLE	210	375	195	386	323	236	446	116	380	198
CAPE GIRARDEAU	035-ABSENTEE	630	681	731	561	862	373	1126	137	861	440
CARROLL	001-CARROLLTON-WD 1	170	164	157	189	179	146	277	54	259	74
CARROLL	002-CARROLLTON -WD 2WD 3	275	279	231	346	292	251	454	91	444	121
CARROLL	004-CARROLLTON-WD. 4	214	247	178	294	225	227	363	94	350	113
CARROLL	005-CHERRY VALLEY/E 1 & 2	136	245	141	241	211	163	303	69	261	113
CARROLL	006-COMBS/EUGENE	58	98	57	105	75	82	133	26	107	51
CARROLL	007-DEWITT	29	65	38	63	53	42	71	23	60	37
CARROLL	008-FAIRFIELD/PRAIRIE	46	95	50	93	66	70	107	25	93	45
CARROLL	009-HILLSTOKES MOUND	89	107	81	122	102	91	155	40	158	42
CARROLL	010-HURRICANE	98	113	78	136	121	88	175	36	153	59
CARROLL	011-LESLIE/VAN HORN	118	84	69	140	122	77	173	28	157	49
CARROLL	012-MOSS CREEK/WAKENDA	57	68	55	73	69	58	100	26	87	42
CARROLL	013-RIDGE/ROCKFORD	73	98	67	114	93	77	142	28	133	42
CARROLL	014- SUGAR TREE/TROTTER	54	78	55	78	77	54	114	14	95	36
CARROLL	015-WASHINGTON	33	28	25	39	37	24	52	10	50	15
CARROLL	ABSENTEE	119	147	134	133	153	101	227	35	187	80
CARTER	Absentee	125	94	74	154	131	87	198	24	182	45
CARTER	Colemansville	42	52	41	57	47	46	65	25	60	35
CARTER	Eastwood	30	33	27	40	29	36	44	17	57	10
CARTER	Ellsinore	394	461	346	549	454	397	689	166	672	214
CARTER	Fremont	40	43	22	66	34	47	63	19	68	18
CARTER	Grandin	195	379	169	436	277	300	463	113	386	202
CARTER	Hunter	17	32	22	28	19	27	39	8	30	17
CARTER	Van Buren	88	113	69	140	96	100	161	34	152	53
CASS	001 Sherman	145	156	97	203	166	116	242	44	231	63
CASS	002 Dayton	104	209	88	226	152	150	258	46	229	78
CASS	003 Garden City	228	307	192	340	305	200	453	62	422	97
CASS	004 Austin	77	129	80	127	130	68	175	26	151	53
CASS	005 Archie	221	315	236	301	281	222	433	86	401	119
CASS	006 Everett	102	145	98	149	136	98	203	35	177	62
CASS	007 Drexel	219	259	220	256	313	146	393	67	389	79
CASS	008 West Dolan	167	181	136	207	193	131	292	43	253	90
CASS	009 Dolan	352	386	313	417	423	267	580	120	558	160
CASS	010 Grand River Rural	536	779	566	746	759	500	1083	197	917	379
CASS	011 Harrisonville Ward1	351	526	389	487	504	327	684	159	619	244
CASS	012 Harrisonville Ward2	292	354	265	376	396	222	543	87	494	139
CASS	013 Harrisonville Ward3	337	371	286	421	440	231	569	112	555	140
CASS	014 Harrisonville Ward4	366	457	354	468	482	319	673	132	629	191
CASS	015 Camp Branch Gross	66	114	52	127	90	81	148	26	124	52
CASS	016 East Lynn	222	255	184	294	273	192	404	63	365	107
CASS	017 Index	54	65	51	67	65	47	106	10	91	27
CASS	018 Gunn City	80	116	57	138	95	92	154	35	149	43
CASS	019 Polk	349	354	277	425	404	262	598	84	560	134
CASS	020 Pleasant Hill-20	335	509	416	428	548	270	711	115	616	218
CASS	021 Pleasant Hill East	443	489	439	492	604	288	791	127	733	185
CASS	022 Pleansant Hill-22	283	233	213	307	303	197	441	55	454	63
CASS	023 Pleasant Hill Rural	205	225	177	254	267	145	369	46	339	84
CASS	024 Peculiar Rural	342	407	342	403	453	261	615	105	512	215
CASS	025 West Peculiar Rural	557	647	499	698	718	433	1003	169	873	303
CASS	026 West Peculiar City	613	561	511	663	743	402	1019	140	936	237
CASS	027 Union	364	322	303	382	399	261	560	110	507	165
CASS	028 Big Creek	310	362	297	376	388	264	565	96	462	207
CASS	029 Winnebago	721	610	828	506	820	473	1110	188	944	381
CASS	030 Raymore Rural	465	446	424	482	537	327	748	135	683	217
CASS	031 Raymore Ward1-31	313	188	374	124	296	165	405	66	398	88
CASS	032 Raymore Ward2-32	487	541	549	480	626	359	874	122	772	241
CASS	033 Raymore Ward2-33	462	456	482	431	531	343	752	128	677	225
CASS	034 Raymore Ward3	559	578	595	527	688	400	920	179	869	249
CASS	035 Raymore Ward4	524	653	623	551	716	408	950	182	876	285
CASS	036 Mt. Pleasant Rural	402	348	428	319	458	263	612	119	507	231
CASS	037 Pleasant Prairie	258	286	239	300	302	216	431	97	385	147
CASS	038 Belton Ward1 N.E.-38	466	620	497	589	667	373	910	145	791	286
CASS	039 Belton Ward1 N.E.-39	455	455	416	494	566	306	749	127	702	194
CASS	040 Belton Ward2 N.W.-40	496	486	440	537	625	319	846	113	725	250
CASS	041 Belton Ward2 N.W.-41	336	342	308	371	427	232	562	108	512	162
CASS	042 Belton Ward3 S.W.-42	589	573	504	655	688	437	970	154	919	234
CASS	043 Belton Ward3 S.W.-43	313	215	223	306	325	180	434	73	419	99
CASS	044 Belton Ward4 S.E.-44	389	368	376	379	475	245	637	101	599	149
CASS	045 Belton Ward4 S.E.-45	272	249	220	299	345	158	428	77	425	92
CASS	046 East Creek	503	368	431	443	539	292	701	138	654	206
CASS	047 Raymore Ward1-47	684	699	736	638	869	436	1154	172	996	367
CASS	048 Provisional	1	3	1	3	4		3	0	4	0
CASS	Absentee	893	750	909	728	1064	510	1406	194	1203	425
CEDAR	ABSENTEE	197	204	215	204	240	158	354	49	290	117
CEDAR	BENTON-JS	132	182	129	202	153	163	279	46	248	78
CEDAR	BOX 1	328	512	392	471	421	369	684	114	585	242
CEDAR	BOX 2	361	625	405	598	500	453	812	148	696	282
CEDAR	BOX FILLEY										
CEDAR	CEDAR SPRINGS	75	93	62	110	81	80	143	20	123	47
CEDAR	JEFFERSON	119	121	97	156	139	107	204	42	175	71
CEDAR	MADISON-BC	131	166	117	185	152	136	254	38	201	93
CEDAR	NORTH LINN	221	244	199	279	231	231	399	63	365	108
CEDAR	SOUTH LINN	450	556	473	542	517	444	839	132	746	245
CEDAR	WASHINGTON	140	189	138	198	173	145	280	48	253	76
CEDAR	ZProvisional										
CEDAR	ZWrite-in										
CHARITON	001 - BEE BRANCH	39	139	58	117	91	74	139	30	113	60
CHARITON	002 - BRUNSWICKTRIPLETT	276	302	217	356	303	259	462	99	412	161
CHARITON	003 - CHARITON	45	106	46	102	66	78	88	51	84	64
CHARITON	004 - CLARK	56	113	51	118	83	80	105	57	115	52
CHARITON	005 - CUNNINGHAM	57	33	39	52	45	42	73	14	63	27
CHARITON	006 - KEYTESVILLEBOWLING GREEN	218	267	132	346	230	231	355	102	332	143
CHARITON	007 - MENDONSALT CREEK	74	123	79	113	97	87	155	30	130	60
CHARITON	008 - MUSSELFORK	71	71	61	80	72	67	106	33	109	32
CHARITON	009 - SALISBURY 1	219	312	180	351	276	231	406	105	354	169
CHARITON	010 - SALISBURY 2	193	364	180	376	282	247	427	107	323	224
CHARITON	012 - WAYLANDCOCKRELL	54	101	49	103	69	81	115	33	85	66
CHARITON	013 - YELLOW CREEK	47	104	66	84	91	54	115	31	111	37
CHARITON	99 - ABSENTEE	101	111	92	117	127	77	178	26	162	48
CHRISTIAN	001 EAST BENTON	181	264	140	304	238	189	367	69	305	132
CHRISTIAN	002 WEST BENTON	356	525	412	470	523	315	749	110	626	251
CHRISTIAN	004 CHADWICK	105	115	55	166	106	100	168	39	174	44
CHRISTIAN	005 RIVERSIDE	821	1443	1305	954	1478	665	1998	204	1577	653
CHRISTIAN	006 CASSIDY	869	1279	1246	895	1390	636	1913	184	1472	653
CHRISTIAN	007 WEST FINLEY	546	767	602	704	781	456	1141	127	937	352
CHRISTIAN	008 EAST FINLEY	769	1245	963	1049	1254	665	1785	185	1446	550
CHRISTIAN	009 NORTH GALLOWAY	520	750	563	701	745	450	1079	147	958	296
CHRISTIAN	010 SOUTH GALLOWAY	251	411	312	352	395	238	570	76	474	184
CHRISTIAN	011 GARRISON	54	73	55	73	70	42	104	13	99	29
CHRISTIAN	012 LEAD HILL	102	165	101	163	132	114	209	38	206	54
CHRISTIAN	013 LINCOLN	663	872	657	876	923	536	1333	166	1116	404
CHRISTIAN	015 NORTH LINN	178	248	203	222	253	148	386	25	311	111
CHRISTIAN	017 MCCRACKEN	285	497	355	421	463	290	692	75	537	240
CHRISTIAN	020 POLK	551	625	488	687	728	394	1035	113	936	237
CHRISTIAN	021 UNION CHAPEL 1	607	842	802	640	903	477	1269	144	1051	383
CHRISTIAN	022 ROSE DALE	416	649	610	454	679	328	937	89	776	270
CHRISTIAN	023 GARDEN GROVE	374	551	463	459	582	305	824	78	660	259
CHRISTIAN	024 NORTHVIEW	382	513	449	447	578	287	790	91	683	208
CHRISTIAN	026 SPARTA	364	516	283	593	497	340	712	133	685	190
CHRISTIAN	027 UNION CHAPEL 2	702	1006	891	811	1030	586	1492	166	1196	484
CHRISTIAN	028 ROSE DALE 2	444	592	535	496	637	338	902	97	723	286
CHRISTIAN	029 NORTHVIEW #2	406	564	512	457	595	313	865	73	708	249
CHRISTIAN	030 ROSEDALE 1-B	344	536	477	399	560	285	773	87	638	230
CHRISTIAN	ABSENTEES	686	735	847	573	983	389	1331	84	1020	395
CHRISTIAN	Provisional	3	4	4	3	5	2	6	1	7	
CLARK	001 - DESMOINES  1 2  CLAY	215	253	148	318	246	208	385	74	361	103
CLARK	002 - JACKSON  1-JEFFERSON-MADISON	194	261	182	271	205	227	354	79	324	120
CLARK	003 - JACKSON  2	18	34	20	32	22	23	42	10	41	11
CLARK	004 - LINCOLN	373	579	382	569	480	437	741	186	652	296
CLARK	005 - GRANT  SWEET HOME	64	117	53	129	94	79	136	38	128	51
CLARK	006 - UNION	51	87	50	89	62	71	113	22	86	50
CLARK	007 - VERNON	30	40	20	49	32	36	54	16	61	9
CLARK	008 - WYACONDA  1- FOLKER	64	96	56	104	71	83	126	32	114	45
CLARK	009 - WYACONDA  2- WASHINGTON	63	136	56	138	88	98	136	54	117	77
CLARK	099 - ABSENTEE	71	116	93	96	86	91	159	24	122	64
CLAY	001 21 GALLATIN 01	691	455	656	492	676	436	974	139	928	213
CLAY	002 21 GALLATIN 02	1039	554	973	615	860	666	1257	285	1175	396
CLAY	003 21 GALLATIN 03	516	290	362	445	444	324	658	127	674	127
CLAY	004 21 GALLATIN 04	464	341	395	414	445	330	658	123	654	146
CLAY	005 21 GALLATIN 05	751	584	748	585	718	562	1045	241	1037	281
CLAY	006 21 GALLATIN 06	432	313	331	418	425	297	565	161	614	128
CLAY	007 21 GALLATIN 07	423	305	311	419	409	299	609	103	591	131
CLAY	008 21 GALLATIN 08	505	357	441	427	483	357	714	130	710	152
CLAY	009 21 GALLATIN 09	431	334	364	397	459	268	617	116	586	168
CLAY	010 21 GALLATIN 10	909	715	961	665	891	666	1283	285	1256	346
CLAY	011 21 GALLATIN 11	344	195	273	268	301	207	419	91	447	82
CLAY	012 21 CHOUTEAU 12	948	761	987	719	981	649	1357	284	1309	375
CLAY	013 21 CHOUTEAU 13	682	517	672	525	672	465	1006	154	943	238
CLAY	014 21 GALLATIN 14	473	269	335	408	425	292	614	115	639	103
CLAY	015 21 GALLATIN 15	616	394	517	491	598	376	843	148	846	157
CLAY	016 21 CHOUTEAU 16	696	553	639	611	713	496	1046	179	990	251
CLAY	017 21 CHOUTEAU 17	846	622	792	677	877	539	1250	174	1141	314
CLAY	018 21 CHOUTEAU 18	629	428	453	613	613	414	867	168	859	191
CLAY	019 21 CHOUTEAU 19	430	305	312	425	413	304	581	136	595	133
CLAY	020 21 GALLATIN 20	527	419	490	457	523	380	759	162	754	186
CLAY	021 21 CHOUTEAU 21	680	518	510	693	699	471	985	185	990	207
CLAY	022 21 CHOUTEAU 22	85	35	40	80	60	55	98	16	110	10
CLAY	023 21 GALLATIN 23	309	185	259	236	283	188	400	76	417	72
CLAY	024 21 GALLATIN 24	372	227	272	333	356	226	506	81	510	88
CLAY	025 21 GALLATIN 25	478	317	397	401	452	313	643	128	646	141
CLAY	026 21 CHOUTEAU 26	951	787	1010	724	1031	643	1414	278	1279	443
CLAY	027 21 LIBERTY 1-27	1413	1258	1623	1047	1681	869	2319	276	2043	603
CLAY	028 21 LIBERTY 2-28	1112	970	1359	723	1241	781	1816	218	1555	521
CLAY	029 21 PLATTE 1-29	826	686	752	753	878	573	1256	214	1191	300
CLAY	030 GALLATIN 1-30	200	96	148	146	174	113	243	46	249	41
CLAY	031 GALLATIN 2-31	124	44	116	48	97	63	127	33	144	22
CLAY	032 GALLATIN 3-32	193	83	124	151	161	107	236	37	245	28
CLAY	033 GALLATIN 4-33	228	124	177	177	181	156	280	63	277	70
CLAY	034 GALLATIN 5-34	117	54	66	105	97	72	145	25	145	26
CLAY	035 GALLATIN 6-35	233	176	221	187	244	143	320	70	322	81
CLAY	036 GALLATIN 7-36	452	314	375	384	446	297	638	108	618	139
CLAY	037 CHOUTEAU 8-37	309	240	254	291	328	203	440	92	458	84
CLAY	038 GALLATIN 9-38	331	184	234	278	323	166	433	59	428	77
CLAY	039 GALLATIN 10-39	400	301	356	339	437	215	581	94	591	98
CLAY	040 GALLATIN 11-40	829	522	748	600	784	519	1093	224	1023	315
CLAY	041 GALLATIN 12-41	521	325	419	430	527	281	705	119	690	151
CLAY	042 GALLATIN 13-42	725	482	635	568	670	497	960	220	974	223
CLAY	043 GALLATIN 14-43	425	293	341	373	406	270	567	113	583	118
CLAY	044 GALLATIN 15-44	668	498	670	490	679	433	954	180	918	234
CLAY	045 GALLATIN 16-45	761	536	690	604	748	503	1057	206	1046	244
CLAY	046 GALLATIN 17-46	372	200	354	213	285	262	455	92	437	131
CLAY	047 GALLATIN 18-47	423	294	422	297	411	265	552	130	562	139
CLAY	048 FISHING RIVER 1-48	232	213	173	271	258	175	344	84	376	64
CLAY	049 FISHING RIVER 2-49	637	518	521	628	717	397	982	153	969	174
CLAY	050 FISHING RIVER 3-50	381	391	354	420	460	287	651	102	640	127
CLAY	051 FISHING RIVER 4-51	301	280	296	282	318	243	470	97	430	145
CLAY	052 FISHING RIVER 5-52	221	159	175	203	205	164	306	65	293	86
CLAY	053 KEARNEY 1-53	428	429	395	457	517	302	718	105	663	184
CLAY	054 KEARNEY 2-54	542	631	565	602	690	428	981	153	880	272
CLAY	055 KEARNEY 3-55	736	825	777	781	914	590	1298	220	1110	438
CLAY	056 KEARNEY 4-56	631	688	691	626	787	488	1153	135	1013	287
CLAY	057 LIBERTY 1-57	527	369	520	377	533	328	730	140	712	178
CLAY	058 LIBERTY 2-58	609	400	675	332	561	393	800	176	762	242
CLAY	059 LIBERTY 3-59	1151	947	1313	785	1285	721	1783	253	1601	489
CLAY	060 LIBERTY 4-60	458	346	396	408	480	297	668	109	656	140
CLAY	061 LIBERTY 5-61	594	423	487	526	636	335	890	97	849	161
CLAY	062 LIBERTY 6-62	692	600	793	501	737	491	1040	204	1025	259
CLAY	063 LIBERTY 7-63	672	444	629	488	690	390	917	173	893	222
CLAY	064 LIBERTY 8-64	107	110	109	112	128	79	174	37	152	63
CLAY	065 LIBERTY 9-65	638	638	664	604	697	527	1058	186	881	386
CLAY	066 LIBERTY 10-66	685	529	718	497	705	450	993	186	913	292
CLAY	067 LIBERTY 11-67	1027	850	1131	745	1120	674	1550	266	1435	430
CLAY	068 LIBERTY 12-68	144	105	117	132	154	91	208	38	200	49
CLAY	069 PLATTE 1-69	909	842	886	864	1098	602	1479	221	1379	355
CLAY	070 PLATTE 2-70	561	474	493	542	605	394	892	120	772	249
CLAY	071 PLATTE 3-71	483	499	495	489	595	362	833	128	734	240
CLAY	072 WASHINGTON 1-72	284	247	238	295	306	214	442	82	415	110
CLAY	073 WASHINGTON 2-73	382	380	328	438	437	298	637	107	610	148
CLAY	073 WASHINGTON 3-74	286	336	296	323	394	206	516	94	469	145
CLAY	076 ABSENTEE	2362	1458	2345	1481	2401	1280	3254	477	2951	865
CLINTON	01 ATCHISON	364	374	320	413	391	309	565	148	539	188
CLINTON	02 CLINTON	180	168	138	208	199	139	296	44	266	81
CLINTON	03 CONCORD	648	505	479	672	622	468	935	171	873	263
CLINTON	04 HARDIN	320	250	218	352	319	231	425	134	432	135
CLINTON	05 JACKSON	599	566	445	708	643	464	958	155	922	223
CLINTON	06 LAFAYETTE	137	131	84	182	131	123	190	64	177	87
CLINTON	07 LATHROP	546	578	445	677	651	436	894	191	902	207
CLINTON	08 PERRIN	67	79	49	97	69	71	107	33	101	43
CLINTON	09 SHOAL	925	941	806	1053	1096	716	1484	338	1366	479
CLINTON	10 PROVISIONAL	42	56	52	47	55	42	75	21	69	30
CLINTON	11 ABSENTEE	257	170	219	210	266	142	354	59	317	109
COLE	0001 WARD 1-1	131	163	116	196	179	122	239	60	225	81
COLE	0002 WARD 1-2 	125	183	112	210	171	133	252	56	193	122
COLE	0003 WARD 1-3	357	567	416	533	567	354	709	217	544	394
COLE	0004 WARD 1-4	325	695	395	643	546	443	739	260	571	450
COLE	0005 WARD 2-1	69	53	55	70	79	40	94	28	93	36
COLE	0006 WARD 2-2	172	187	148	217	212	146	281	76	260	102
COLE	0007 WARD 2-3	244	278	243	285	318	187	413	94	348	169
COLE	0008 WARD 2-4	407	452	369	506	497	342	669	188	559	310
COLE	0009 WARD 3-1	281	242	254	284	305	212	386	136	333	203
COLE	0010 WARD 3-2	393	474	418	476	529	332	680	196	523	364
COLE	0011 WARD 3-3	406	504	431	491	534	356	713	181	490	434
COLE	0012 WARD 3-4	293	345	336	307	356	261	472	157	295	338
COLE	0013 WARD 3-5	247	340	305	297	357	222	460	124	326	265
COLE	0014 WARD 4-1	101	153	115	145	153	94	198	48	139	112
COLE	0015 WARD 4-2	432	692	497	649	674	426	808	305	600	528
COLE	0016 WARD 4-3	225	292	274	261	352	168	408	116	319	205
COLE	0017 WARD 4-4	147	210	135	232	228	127	297	59	215	141
COLE	0018 WARD 4-5	523	723	646	624	698	524	920	320	643	606
COLE	0019 WARD 5-1	258	186	252	211	271	174	357	94	370	94
COLE	0020 WARD 5-2	285	270	288	274	338	217	445	104	361	198
COLE	0021 WARD 5-3	281	349	337	312	386	241	481	154	379	265
COLE	0022 WARD 5-4	318	398	365	353	429	266	540	159	407	307
COLE	0023 WARD 5-5	157	188	175	180	217	127	273	76	221	131
COLE	0024 WARD 5-6	57	57	60	54	56	47	82	27	80	31
COLE	0025 BRAZITO	305	618	302	649	530	392	708	221	499	438
COLE	0026 EUGENE	191	347	162	385	295	229	405	125	312	225
COLE	0027 CC GENERAL	527	661	478	727	710	467	927	254	683	510
COLE	0028 EXPRESSWAY RENTALS	103	213	143	173	188	117	241	69	177	139
COLE	0029 JC FAIRGROUNDS	817	1135	859	1115	1106	817	1519	417	1151	807
COLE	0030 SCOTTS STATION	833	1383	969	1276	1259	914	1679	504	1194	1025
COLE	0031 LIBERTY/OSAGE	87	157	62	184	120	118	182	60	141	102
COLE	0032 TAOS	274	995	451	829	684	559	981	275	668	600
COLE	0033 CENTERTOWN	166	364	169	369	289	227	395	121	315	209
COLE	0034 ST. MARTIN'S	333	754	407	693	585	474	839	237	585	501
COLE	0035 LOHMAN	138	258	137	266	201	191	313	89	200	202
COLE	0036 RUSSELLVILLE	282	442	263	480	424	297	563	162	426	304
COLE	0037 ST. THOMAS	65	328	126	271	212	166	277	103	216	173
COLE	0038 WARDSVILLE	328	967	466	848	659	608	962	321	642	658
	998 FEDERAL	2	1	2	1	2	1	3	0	3	0
COLE	0999 ABSENTEE	1122	1041	1220	1015	1373	782	1813	382	1386	833
COOPER	002 BOONVILLE WARD 1	258	184	190	262	211	226	325	106	322	120
COOPER	003 BOONVILLE WARD 2	528	444	432	558	484	472	731	226	695	283
COOPER	004 BOONVILLE WARD 3	558	620	548	656	550	610	832	323	786	401
COOPER	005 BOONVILLE WARD 4	334	353	295	413	316	358	513	173	468	227
COOPER	006 BLACK WATER	99	152	84	168	112	127	191	47	146	101
COOPER	007 CLARKS FORK	96	173	103	174	126	142	200	70	148	128
COOPER	009 KELLY	159	199	142	244	174	197	281	84	252	130
COOPER	012 OTTERVILLE	185	207	121	283	234	156	343	48	299	98
COOPER	014 PILOT GROVE	262	470	296	449	323	368	534	167	443	279
COOPER	015 PRAIRIE HOME	144	231	135	246	183	184	296	73	226	150
COOPER	016 SALINE	182	180	160	209	188	168	294	64	229	137
	998  FEDERAL	2	1	2	1	1	2	2	1	2	1
COOPER	999  ABSENTEE	173	153	168	169	189	132	270	55	224	113
CRAWFORD	099 Absentee	14	13	9	18	14	13	24	3	23	4
CRAWFORD	BENTON- NORTH	522	562	374	728	622	434	872	183	843	234
CRAWFORD	BENTON- SOUTH	312	347	225	451	372	274	560	92	523	144
CRAWFORD	BLUE SPRINGS	208	234	162	288	260	174	372	67	355	91
CRAWFORD	BOURBON	447	601	373	684	579	433	857	167	828	222
CRAWFORD	CHERRYVILLE	91	178	82	194	132	134	207	62	202	72
CRAWFORD	COOK STATION	75	112	62	122	97	77	138	36	129	48
CRAWFORD	DAVISVILLE	111	161	60	219	122	136	179	86	195	78
CRAWFORD	DELHI	115	166	95	198	164	123	244	40	238	53
CRAWFORD	FANNING	112	131	86	164	130	105	197	40	171	72
CRAWFORD	GIBBS	102	193	99	207	154	130	231	58	227	73
CRAWFORD	HUZZAH	34	42	22	55	33	42	57	17	56	19
CRAWFORD	KEYSVILLE	89	121	56	157	94	111	169	39	166	44
CRAWFORD	LEASBURG	269	295	206	366	348	205	476	78	461	104
CRAWFORD	LIBERTY	33	50	30	54	49	32	70	11	63	19
CRAWFORD	MERAMEC-NORTH	306	449	295	481	427	313	601	142	534	226
CRAWFORD	MERAMEC-SOUTH	191	288	173	327	290	192	381	94	379	110
CRAWFORD	SULLIVAN	328	331	269	394	375	249	545	79	487	153
CRAWFORD	TAYLOR	113	168	93	201	158	123	235	46	212	76
DADE	01 Cedar & Ernest	45	113	69	91	91	60	136	18	101	57
DADE	02 E Center & North Ward	165	309	209	265	247	208	371	82	327	144
DADE	"03W Center, Sac & S. Ward"	151	255	144	262	218	165	336	53	308	93
DADE	04 Grant & Smith R-1	44	106	74	76	81	62	127	20	100	50
DADE	05 E. Lockwood & E. Ward	86	175	98	162	140	110	214	39	185	76
DADE	06  W. Lockwood & Marion	85	246	140	187	199	116	267	47	224	101
DADE	07  N. Morgan & S. Morgan	87	186	104	168	141	107	217	39	199	69
DADE	08 North & North Sac	84	134	93	126	127	82	178	32	156	60
DADE	09 Pilgrim & Rock Prairie	149	245	126	267	214	167	325	52	284	108
DADE	10 Polk	83	146	71	159	116	106	189	35	159	67
DADE	11 South & Smith R-4	26	70	28	71	50	41	80	14	72	24
DADE	12 Washington	44	57	38	62	53	41	78	18	75	22
DADE	13 Absentee	96	127	99	123	133	84	194	24	161	62
DALLAS	001 NORTH BENTON OCL	335	398	299	437	413	300	639	79	535	190
DALLAS	002 NORTH BENTON CITY	211	219	157	273	254	160	379	43	352	75
DALLAS	003 SOUTH BENTON OCL	253	269	201	319	312	190	438	67	389	126
DALLAS	004 SOUTH BENTON WARD 1	145	232	159	221	219	142	308	52	291	83
DALLAS	005 GRANT	198	204	134	265	214	169	326	60	327	67
DALLAS	006 JACKSON	341	432	270	501	461	292	678	83	597	172
DALLAS	007 JASPER	187	236	157	259	239	167	358	47	288	127
DALLAS	008 LINCOLN	144	202	107	242	200	133	289	52	280	66
DALLAS	009 MILLER	50	64	32	83	57	50	90	18	80	29
DALLAS	010 SHERMAN	87	96	53	128	105	71	151	25	129	52
DALLAS	011 SHERIDAN	194	291	209	275	271	190	390	76	346	134
DALLAS	012 WASHINGTON	125	210	154	184	161	155	269	48	246	86
DALLAS	013 WILSON	177	234	132	276	248	145	354	44	312	96
DALLAS	014 ABSNTEE BALLOTS	230	197	199	221	255	160	382	37	303	116
DAVIESS	ALTAMONT	258	264	218	309	302	203	432	85	383	134
DAVIESS	COFFEY	69	118	57	130	85	93	139	47	116	69
DAVIESS	JAMESON	52	75	48	81	73	50	96	27	84	40
DAVIESS	JAMESPORT	222	199	156	266	221	179	324	83	264	156
DAVIESS	PATTONSBURG	126	179	73	231	141	142	232	61	196	101
DAVIESS	UNION	467	457	369	558	478	403	617	185	616	298
DAVIESS	WINSTON	217	243	141	316	245	197	364	87	329	127
DAVIESS	Z ABSENTEE	178	115	140	145	164	115	243	37	194	90
DEKALB	ABSENTEE	117	115	119	110	153	73	199	26	167	64
DEKALB	ADAMS	122	156	84	193	147	123	221	57	165	110
DEKALB	CAMDEN MIDDLE 	272	356	207	421	345	265	469	148	408	210
DEKALB	CAMDEN WEST	35	52	29	59	45	41	64	20	48	39
DEKALB	COLFAX	133	172	132	174	189	107	240	60	217	87
DEKALB	DALLAS	45	74	27	91	55	60	75	40	69	46
DEKALB	GRAND RIVER	314	351	283	384	384	262	533	123	486	179
DEKALB	GRANT	56	99	49	106	87	63	109	40	92	63
DEKALB	POLK	137	183	106	214	166	144	228	84	217	101
DEKALB	SHERMAN	97	144	77	163	118	111	181	51	164	74
DEKALB	WASHINGTON NORTH	136	180	100	217	171	140	222	91	205	111
DEKALB	WASHINGTON SOUTH	240	275	163	351	277	221	397	109	356	155
DENT	ABSENTEE	376	562	366	574	483	378	719	158	633	287
DENT	BOSS	30	110	30	112	55	82	100	35	99	43
DENT	BUNKER	30	57	13	76	34	50	65	14	73	14
DENT	R-1	146	390	154	385	223	289	403	121	355	178
DENT	R-2	146	296	124	319	214	216	337	87	316	122
DENT	R-3	216	390	173	431	307	273	457	135	412	188
DENT	R-4	145	247	96	297	192	189	324	63	265	130
DENT	SPRING CREEK - EAST	437	964	452	946	717	603	1074	263	975	407
DENT	SPRING CREEK - WEST	427	859	447	833	682	533	996	238	887	376
DOUGLAS	001 BEN1	262	349	216	395	295	282	479	93	450	150
DOUGLAS	002 BEN2	386	468	340	498	436	362	673	128	628	210
DOUGLAS	003 BOONE	93	157	76	172	111	118	181	54	180	67
DOUGLAS	004 BROWN	51	52	36	67	49	50	84	13	75	27
DOUGLAS	005 BRUSH	71	78	45	104	77	65	114	25	93	54
DOUGLAS	006 BRYAN	49	91	45	96	68	64	101	28	102	33
DOUGLAS	007 BUCH	30	74	22	80	54	46	85	15	76	26
DOUGLAS	008 CAMP	41	104	47	95	65	73	122	17	96	49
