county,precinct,office,district,party,candidate,votes,election_day,absentee,absentee2
Greene,0006 5-A/6-A,ASSESSOR GREENE,,REP,BRENT JOHNSON,778,778,0,0
Greene,0006 5-A/6-A,TREASURER GREENE,,REP,JUSTIN HILL,778,778,0,0
Greene,0006 5-A/6-A,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,762,762,0,0
Greene,0006 5-A/6-A,Constitutional Amendment No. 1,,,Yes,437,437,0,0
Greene,0006 5-A/6-A,Constitutional Amendment No. 1,,,No.,524,524,0,0
Greene,0006 5-A/6-A,Constitutional Amendment No. 3,,,Yes,398,398,0,0
Greene,0006 5-A/6-A,Constitutional Amendment No. 3,,,No.,575,575,0,0
Greene,0006 5-A/6-A,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,644,644,0,0
Greene,0006 5-A/6-A,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,224,224,0,0
Greene,0006 5-A/6-A,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,598,598,0,0
Greene,0006 5-A/6-A,"Court of Appeals Judge, Southern District - Gary W.",,,No.,260,260,0,0
Greene,0006 5-A/6-A,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,588,588,0,0
Greene,0006 5-A/6-A,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,270,270,0,0
Greene,0006 5-A/6-A,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,620,620,0,0
Greene,0006 5-A/6-A,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,236,236,0,0
Greene,0006 5-A/6-A,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,607,607,0,0
Greene,0006 5-A/6-A,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,250,250,0,0
Greene,0006 5-A/6-A,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,586,586,0,0
Greene,0007 5-B/6-B,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,467,467,0,0
Greene,0007 5-B/6-B,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,530,530,0,0
Greene,0007 5-B/6-B,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,28,28,0,0
Greene,0007 5-B/6-B,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,9,9,0,0
Greene,0007 5-B/6-B,President,,CST,DON BLANKENSHIP WILLIAM MOHR,0,0,0,0
Greene,0007 5-B/6-B,Governor,,REP,MIKE PARSON,444,444,0,0
Greene,0007 5-B/6-B,Governor,,DEM,NICOLE GALLOWAY,537,537,0,0
Greene,0007 5-B/6-B,Governor,,LIB,RIK COMBS,39,39,0,0
Greene,0007 5-B/6-B,Governor,,GRN,JEROME HOWARD BAUER,13,13,0,0
Greene,0007 5-B/6-B,Lieutenant Governor,,REP,MIKE KEHOE,455,455,0,0
Greene,0007 5-B/6-B,Lieutenant Governor,,DEM,ALISSIA CANADY,492,492,0,0
Greene,0007 5-B/6-B,Lieutenant Governor,,LIB,BILL SLANTZ,48,48,0,0
Greene,0007 5-B/6-B,Lieutenant Governor,,GRN,KELLEY DRAGOO,25,25,0,0
Greene,0007 5-B/6-B,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,466,466,0,0
Greene,0007 5-B/6-B,Secretary of State,,DEM,YINKA FALETI,480,480,0,0
Greene,0007 5-B/6-B,Secretary of State,,LIB,CARL HERMAN FREESE,46,46,0,0
Greene,0007 5-B/6-B,Secretary of State,,GRN,PAUL LEHMANN,20,20,0,0
Greene,0007 5-B/6-B,Secretary of State,,CST,PAUL VENABLE,8,8,0,0
Greene,0007 5-B/6-B,State Treasurer,,REP,SCOTT FITZPATRICK,463,463,0,0
Greene,0007 5-B/6-B,State Treasurer,,DEM,VICKI LORENZ ENGLUND,479,479,0,0
Greene,0007 5-B/6-B,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,52,52,0,0
Greene,0007 5-B/6-B,State Treasurer,,GRN,JOSEPH CIVETTINI,21,21,0,0
Greene,0007 5-B/6-B,Attorney General,,REP,ERIC SCHMITT,475,475,0,0
Greene,0007 5-B/6-B,Attorney General,,DEM,RICH FINNERAN,471,471,0,0
Greene,0007 5-B/6-B,Attorney General,,LIB,KEVIN C BABCOCK,70,70,0,0
Greene,0007 5-B/6-B,U.S. House,7,REP,BILLY LONG,435,435,0,0
Greene,0007 5-B/6-B,U.S. House,7,DEM,TERESA MONTSENY,495,495,0,0
Greene,0007 5-B/6-B,U.S. House,7,LIB,KEVIN CRAIG,73,73,0,0
Greene,0007 5-B/6-B,State House,132,REP,SARAH SEMPLE,463,463,0,0
Greene,0007 5-B/6-B,State House,132,DEM,CRYSTAL QUADE,556,556,0,0
Greene,0007 5-B/6-B,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,485,485,0,0
Greene,0007 5-B/6-B,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,516,516,0,0
Greene,0007 5-B/6-B,SHERIFF GREENE,,REP,JIM C ARNOTT,777,777,0,0
Greene,0007 5-B/6-B,ASSESSOR GREENE,,REP,BRENT JOHNSON,796,796,0,0
Greene,0007 5-B/6-B,TREASURER GREENE,,REP,JUSTIN HILL,796,796,0,0
Greene,0007 5-B/6-B,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,783,783,0,0
Greene,0007 5-B/6-B,Constitutional Amendment No. 1,,,Yes,477,477,0,0
Greene,0007 5-B/6-B,Constitutional Amendment No. 1,,,No.,522,522,0,0
Greene,0007 5-B/6-B,Constitutional Amendment No. 3,,,Yes,407,407,0,0
Greene,0007 5-B/6-B,Constitutional Amendment No. 3,,,No.,601,601,0,0
Greene,0007 5-B/6-B,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,619,619,0,0
Greene,0007 5-B/6-B,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,299,299,0,0
Greene,0007 5-B/6-B,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,577,577,0,0
Greene,0007 5-B/6-B,"Court of Appeals Judge, Southern District - Gary W.",,,No.,336,336,0,0
Greene,0007 5-B/6-B,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,597,597,0,0
Greene,0007 5-B/6-B,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,311,311,0,0
Greene,0007 5-B/6-B,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,636,636,0,0
Greene,0007 5-B/6-B,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,273,273,0,0
Greene,0007 5-B/6-B,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,606,606,0,0
Greene,0007 5-B/6-B,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,305,305,0,0
Greene,0007 5-B/6-B,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,608,608,0,0
Greene,0008 7-AB,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,591,591,0,0
Greene,0008 7-AB,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,366,366,0,0
Greene,0008 7-AB,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,31,31,0,0
Greene,0008 7-AB,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,6,6,0,0
Greene,0008 7-AB,President,,CST,DON BLANKENSHIP WILLIAM MOHR,3,3,0,0
Greene,0008 7-AB,Governor,,REP,MIKE PARSON,566,566,0,0
Greene,0008 7-AB,Governor,,DEM,NICOLE GALLOWAY,380,380,0,0
Greene,0008 7-AB,Governor,,LIB,RIK COMBS,41,41,0,0
Greene,0008 7-AB,Governor,,GRN,JEROME HOWARD BAUER,6,6,0,0
Greene,0008 7-AB,Lieutenant Governor,,REP,MIKE KEHOE,581,581,0,0
Greene,0008 7-AB,Lieutenant Governor,,DEM,ALISSIA CANADY,349,349,0,0
Greene,0008 7-AB,Lieutenant Governor,,LIB,BILL SLANTZ,34,34,0,0
Greene,0008 7-AB,Lieutenant Governor,,GRN,KELLEY DRAGOO,14,14,0,0
Greene,0008 7-AB,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,587,587,0,0
Greene,0008 7-AB,Secretary of State,,DEM,YINKA FALETI,330,330,0,0
Greene,0008 7-AB,Secretary of State,,LIB,CARL HERMAN FREESE,38,38,0,0
Greene,0008 7-AB,Secretary of State,,GRN,PAUL LEHMANN,15,15,0,0
Greene,0008 7-AB,Secretary of State,,CST,PAUL VENABLE,5,5,0,0
Greene,0008 7-AB,State Treasurer,,REP,SCOTT FITZPATRICK,583,583,0,0
Greene,0008 7-AB,State Treasurer,,DEM,VICKI LORENZ ENGLUND,335,335,0,0
Greene,0008 7-AB,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,44,44,0,0
Greene,0008 7-AB,State Treasurer,,GRN,JOSEPH CIVETTINI,8,8,0,0
Greene,0008 7-AB,Attorney General,,REP,ERIC SCHMITT,586,586,0,0
Greene,0008 7-AB,Attorney General,,DEM,RICH FINNERAN,330,330,0,0
Greene,0008 7-AB,Attorney General,,LIB,KEVIN C BABCOCK,60,60,0,0
Greene,0008 7-AB,U.S. House,7,REP,BILLY LONG,548,548,0,0
Greene,0008 7-AB,U.S. House,7,DEM,TERESA MONTSENY,374,374,0,0
Greene,0008 7-AB,U.S. House,7,LIB,KEVIN CRAIG,54,54,0,0
Greene,0008 7-AB,State House,132,REP,SARAH SEMPLE,556,556,0,0
Greene,0008 7-AB,State House,132,DEM,CRYSTAL QUADE,412,412,0,0
Greene,0008 7-AB,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,590,590,0,0
Greene,0008 7-AB,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,370,370,0,0
Greene,0008 7-AB,SHERIFF GREENE,,REP,JIM C ARNOTT,841,841,0,0
Greene,0008 7-AB,ASSESSOR GREENE,,REP,BRENT JOHNSON,846,846,0,0
Greene,0008 7-AB,TREASURER GREENE,,REP,JUSTIN HILL,842,842,0,0
Greene,0008 7-AB,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,825,825,0,0
Greene,0008 7-AB,Constitutional Amendment No. 1,,,Yes,464,464,0,0
Greene,0008 7-AB,Constitutional Amendment No. 1,,,No.,506,506,0,0
Greene,0008 7-AB,Constitutional Amendment No. 3,,,Yes,475,475,0,0
Greene,0008 7-AB,Constitutional Amendment No. 3,,,No.,480,480,0,0
Greene,0008 7-AB,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,707,707,0,0
Greene,0008 7-AB,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,205,205,0,0
Greene,0008 7-AB,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,678,678,0,0
Greene,0008 7-AB,"Court of Appeals Judge, Southern District - Gary W.",,,No.,226,226,0,0
Greene,0008 7-AB,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,638,638,0,0
Greene,0008 7-AB,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,265,265,0,0
Greene,0008 7-AB,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,694,694,0,0
Greene,0008 7-AB,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,209,209,0,0
Greene,0008 7-AB,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,670,670,0,0
Greene,0008 7-AB,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,238,238,0,0
Greene,0008 7-AB,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,671,671,0,0
Greene,0009 7-C,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,505,505,0,0
Greene,0009 7-C,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,282,282,0,0
Greene,0009 7-C,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,18,18,0,0
Greene,0009 7-C,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,1,1,0,0
Greene,0009 7-C,President,,CST,DON BLANKENSHIP WILLIAM MOHR,2,2,0,0
Greene,0009 7-C,Governor,,REP,MIKE PARSON,490,490,0,0
Greene,0009 7-C,Governor,,DEM,NICOLE GALLOWAY,283,283,0,0
Greene,0009 7-C,Governor,,LIB,RIK COMBS,25,25,0,0
Greene,0009 7-C,Governor,,GRN,JEROME HOWARD BAUER,7,7,0,0
Greene,0009 7-C,Lieutenant Governor,,REP,MIKE KEHOE,478,478,0,0
Greene,0009 7-C,Lieutenant Governor,,DEM,ALISSIA CANADY,269,269,0,0
Greene,0009 7-C,Lieutenant Governor,,LIB,BILL SLANTZ,27,27,0,0
Greene,0009 7-C,Lieutenant Governor,,GRN,KELLEY DRAGOO,18,18,0,0
Greene,0009 7-C,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,480,480,0,0
Greene,0009 7-C,Secretary of State,,DEM,YINKA FALETI,258,258,0,0
Greene,0009 7-C,Secretary of State,,LIB,CARL HERMAN FREESE,38,38,0,0
Greene,0009 7-C,Secretary of State,,GRN,PAUL LEHMANN,15,15,0,0
Greene,0009 7-C,Secretary of State,,CST,PAUL VENABLE,7,7,0,0
Greene,0009 7-C,State Treasurer,,REP,SCOTT FITZPATRICK,491,491,0,0
Greene,0009 7-C,State Treasurer,,DEM,VICKI LORENZ ENGLUND,252,252,0,0
Greene,0009 7-C,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,40,40,0,0
Greene,0009 7-C,State Treasurer,,GRN,JOSEPH CIVETTINI,8,8,0,0
Greene,0009 7-C,Attorney General,,REP,ERIC SCHMITT,508,508,0,0
Greene,0009 7-C,Attorney General,,DEM,RICH FINNERAN,238,238,0,0
Greene,0009 7-C,Attorney General,,LIB,KEVIN C BABCOCK,47,47,0,0
Greene,0009 7-C,U.S. House,7,REP,BILLY LONG,466,466,0,0
Greene,0009 7-C,U.S. House,7,DEM,TERESA MONTSENY,267,267,0,0
Greene,0009 7-C,U.S. House,7,LIB,KEVIN CRAIG,50,50,0,0
Greene,0009 7-C,State House,132,REP,SARAH SEMPLE,2,2,0,0
Greene,0009 7-C,State House,132,DEM,CRYSTAL QUADE,1,1,0,0
Greene,0009 7-C,State House,133,REP,CURTIS D. TRENT,496,496,0,0
Greene,0009 7-C,State House,133,DEM,CINDY SLIMP,286,286,0,0
Greene,0009 7-C,COMMISSIONER - DISTRICT 1 DST 1,,REP,RUSTY MACLACHLAN,510,510,0,0
Greene,0009 7-C,COMMISSIONER - DISTRICT 1 DST 1,,DEM,WES ZONGKER,271,271,0,0
Greene,0009 7-C,SHERIFF GREENE,,REP,JIM C ARNOTT,685,685,0,0
Greene,0009 7-C,ASSESSOR GREENE,,REP,BRENT JOHNSON,697,697,0,0
Greene,0009 7-C,TREASURER GREENE,,REP,JUSTIN HILL,694,694,0,0
Greene,0009 7-C,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,685,685,0,0
Greene,0009 7-C,Constitutional Amendment No. 1,,,Yes,352,352,0,0
Greene,0009 7-C,Constitutional Amendment No. 1,,,No.,426,426,0,0
Greene,0009 7-C,Constitutional Amendment No. 3,,,Yes,357,357,0,0
Greene,0009 7-C,Constitutional Amendment No. 3,,,No.,425,425,0,0
Greene,0009 7-C,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,535,535,0,0
Greene,0009 7-C,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,205,205,0,0
Greene,0009 7-C,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,521,521,0,0
Greene,0009 7-C,"Court of Appeals Judge, Southern District - Gary W.",,,No.,213,213,0,0
Greene,0009 7-C,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,512,512,0,0
Greene,0009 7-C,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,228,228,0,0
Greene,0009 7-C,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,533,533,0,0
Greene,0009 7-C,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,204,204,0,0
Greene,0009 7-C,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,513,513,0,0
Greene,0009 7-C,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,224,224,0,0
Greene,0009 7-C,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,514,514,0,0
Greene,0010 9-AB,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,383,383,0,0
Greene,0010 9-AB,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,709,709,0,0
Greene,0010 9-AB,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,29,29,0,0
Greene,0010 9-AB,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,7,7,0,0
Greene,0010 9-AB,President,,CST,DON BLANKENSHIP WILLIAM MOHR,0,0,0,0
Greene,0010 9-AB,Governor,,REP,MIKE PARSON,375,375,0,0
Greene,0010 9-AB,Governor,,DEM,NICOLE GALLOWAY,698,698,0,0
Greene,0010 9-AB,Governor,,LIB,RIK COMBS,35,35,0,0
Greene,0010 9-AB,Governor,,GRN,JEROME HOWARD BAUER,12,12,0,0
Greene,0010 9-AB,Lieutenant Governor,,REP,MIKE KEHOE,395,395,0,0
Greene,0010 9-AB,Lieutenant Governor,,DEM,ALISSIA CANADY,648,648,0,0
Greene,0010 9-AB,Lieutenant Governor,,LIB,BILL SLANTZ,35,35,0,0
Greene,0010 9-AB,Lieutenant Governor,,GRN,KELLEY DRAGOO,30,30,0,0
Greene,0010 9-AB,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,402,402,0,0
Greene,0010 9-AB,Secretary of State,,DEM,YINKA FALETI,632,632,0,0
Greene,0010 9-AB,Secretary of State,,LIB,CARL HERMAN FREESE,45,45,0,0
Greene,0010 9-AB,Secretary of State,,GRN,PAUL LEHMANN,21,21,0,0
Greene,0010 9-AB,Secretary of State,,CST,PAUL VENABLE,6,6,0,0
Greene,0010 9-AB,State Treasurer,,REP,SCOTT FITZPATRICK,411,411,0,0
Greene,0010 9-AB,State Treasurer,,DEM,VICKI LORENZ ENGLUND,617,617,0,0
Greene,0010 9-AB,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,49,49,0,0
Greene,0010 9-AB,State Treasurer,,GRN,JOSEPH CIVETTINI,24,24,0,0
Greene,0010 9-AB,Attorney General,,REP,ERIC SCHMITT,407,407,0,0
Greene,0010 9-AB,Attorney General,,DEM,RICH FINNERAN,626,626,0,0
Greene,0010 9-AB,Attorney General,,LIB,KEVIN C BABCOCK,62,62,0,0
Greene,0010 9-AB,U.S. House,7,REP,BILLY LONG,371,371,0,0
Greene,0010 9-AB,U.S. House,7,DEM,TERESA MONTSENY,645,645,0,0
Greene,0010 9-AB,U.S. House,7,LIB,KEVIN CRAIG,69,69,0,0
Greene,0010 9-AB,State House,132,REP,SARAH SEMPLE,390,390,0,0
Greene,0010 9-AB,State House,132,DEM,CRYSTAL QUADE,717,717,0,0
Greene,0010 9-AB,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,373,373,0,0
Greene,0010 9-AB,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,677,677,0,0
Greene,0010 9-AB,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,47,47,0,0
Greene,0010 9-AB,SHERIFF GREENE,,REP,JIM C ARNOTT,790,790,0,0
Greene,0010 9-AB,ASSESSOR GREENE,,REP,BRENT JOHNSON,810,810,0,0
Greene,0010 9-AB,TREASURER GREENE,,REP,JUSTIN HILL,815,815,0,0
Greene,0010 9-AB,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,803,803,0,0
Greene,0010 9-AB,Constitutional Amendment No. 1,,,Yes,509,509,0,0
Greene,0010 9-AB,Constitutional Amendment No. 1,,,No.,561,561,0,0
Greene,0010 9-AB,Constitutional Amendment No. 3,,,Yes,429,429,0,0
Greene,0010 9-AB,Constitutional Amendment No. 3,,,No.,652,652,0,0
Greene,0010 9-AB,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,689,689,0,0
Greene,0010 9-AB,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,313,313,0,0
Greene,0010 9-AB,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,602,602,0,0
Greene,0010 9-AB,"Court of Appeals Judge, Southern District - Gary W.",,,No.,384,384,0,0
Greene,0010 9-AB,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,613,613,0,0
Greene,0010 9-AB,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,373,373,0,0
Greene,0010 9-AB,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,676,676,0,0
Greene,0010 9-AB,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,305,305,0,0
Greene,0010 9-AB,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,646,646,0,0
Greene,0010 9-AB,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,No.,344,344,0,0
Greene,0010 9-AB,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,620,620,0,0
Greene,0011 11/1st Campbell,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,1394,1394,0,0
Greene,0011 11/1st Campbell,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,568,568,0,0
Greene,0011 11/1st Campbell,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,35,35,0,0
Greene,0011 11/1st Campbell,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,6,6,0,0
Greene,0011 11/1st Campbell,President,,CST,DON BLANKENSHIP WILLIAM MOHR,1,1,0,0
Greene,0011 11/1st Campbell,Governor,,REP,MIKE PARSON,1416,1416,0,0
Greene,0011 11/1st Campbell,Governor,,DEM,NICOLE GALLOWAY,553,553,0,0
Greene,0011 11/1st Campbell,Governor,,LIB,RIK COMBS,34,34,0,0
Greene,0011 11/1st Campbell,Governor,,GRN,JEROME HOWARD BAUER,4,4,0,0
Greene,0011 11/1st Campbell,Lieutenant Governor,,REP,MIKE KEHOE,1437,1437,0,0
Greene,0011 11/1st Campbell,Lieutenant Governor,,DEM,ALISSIA CANADY,495,495,0,0
Greene,0011 11/1st Campbell,Lieutenant Governor,,LIB,BILL SLANTZ,42,42,0,0
Greene,0011 11/1st Campbell,Lieutenant Governor,,GRN,KELLEY DRAGOO,14,14,0,0
Greene,0011 11/1st Campbell,Secretary of State,,REP,JOHN R. (JAY) ASHCROFT,1446,1446,0,0
Greene,0011 11/1st Campbell,Secretary of State,,DEM,YINKA FALETI,478,478,0,0
Greene,0011 11/1st Campbell,Secretary of State,,LIB,CARL HERMAN FREESE,48,48,0,0
Greene,0011 11/1st Campbell,Secretary of State,,GRN,PAUL LEHMANN,14,14,0,0
Greene,0011 11/1st Campbell,Secretary of State,,CST,PAUL VENABLE,6,6,0,0
Greene,0011 11/1st Campbell,State Treasurer,,REP,SCOTT FITZPATRICK,1454,1454,0,0
Greene,0011 11/1st Campbell,State Treasurer,,DEM,VICKI LORENZ ENGLUND,467,467,0,0
Greene,0011 11/1st Campbell,State Treasurer,,LIB,NICHOLAS (NICK) KASOFF,48,48,0,0
Greene,0011 11/1st Campbell,State Treasurer,,GRN,JOSEPH CIVETTINI,9,9,0,0
Greene,0011 11/1st Campbell,Attorney General,,REP,ERIC SCHMITT,1445,1445,0,0
Greene,0011 11/1st Campbell,Attorney General,,DEM,RICH FINNERAN,466,466,0,0
Greene,0011 11/1st Campbell,Attorney General,,LIB,KEVIN C BABCOCK,58,58,0,0
Greene,0011 11/1st Campbell,U.S. House,7,REP,BILLY LONG,1338,1338,0,0
Greene,0011 11/1st Campbell,U.S. House,7,DEM,TERESA MONTSENY,521,521,0,0
Greene,0011 11/1st Campbell,U.S. House,7,LIB,KEVIN CRAIG,114,114,0,0
Greene,0011 11/1st Campbell,State House,135,REP,STEVE HELMS,449,449,0,0
Greene,0011 11/1st Campbell,State House,135,DEM,BETSY FOGLE,185,185,0,0
Greene,0011 11/1st Campbell,State House,135,GRN,VICKE KEPLING,16,16,0,0
Greene,0011 11/1st Campbell,State House,136,REP,CRAIG FISHEL,340,340,0,0
Greene,0011 11/1st Campbell,State House,136,DEM,JEFF MUNZINGER,196,196,0,0
Greene,0011 11/1st Campbell,State House,137,REP,JOHN F. BLACK,609,609,0,0
Greene,0011 11/1st Campbell,State House,137,DEM,RAYMOND LAMPERT,177,177,0,0
Greene,0011 11/1st Campbell,COMMISSIONER - DISTRICT 2 DST 2,,REP,JOHN C. RUSSELL,1346,1346,0,0
Greene,0011 11/1st Campbell,COMMISSIONER - DISTRICT 2 DST 2,,DEM,SARA LAMPE,575,575,0,0
Greene,0011 11/1st Campbell,COMMISSIONER - DISTRICT 2 DST 2,,LIB,CECIL A. INCE,50,50,0,0
Greene,0011 11/1st Campbell,SHERIFF GREENE,,REP,JIM C ARNOTT,1747,1747,0,0
Greene,0011 11/1st Campbell,ASSESSOR GREENE,,REP,BRENT JOHNSON,1753,1753,0,0
Greene,0011 11/1st Campbell,TREASURER GREENE,,REP,JUSTIN HILL,1746,1746,0,0
Greene,0011 11/1st Campbell,PUBLIC ADMINISTRATOR GREENE,,REP,SHERRI EAGON MARTIN,1724,1724,0,0
Greene,0011 11/1st Campbell,Constitutional Amendment No. 1,,,Yes,966,966,0,0
Greene,0011 11/1st Campbell,Constitutional Amendment No. 1,,,No.,969,969,0,0
Greene,0011 11/1st Campbell,Constitutional Amendment No. 3,,,Yes,1049,1049,0,0
Greene,0011 11/1st Campbell,Constitutional Amendment No. 3,,,No.,890,890,0,0
Greene,0011 11/1st Campbell,Supreme Court Judge - Patricia Breckenridge GREENE,,,Yes,1423,1423,0,0
Greene,0011 11/1st Campbell,Supreme Court Judge - Patricia Breckenridge GREENE,,,No.,337,337,0,0
Greene,0011 11/1st Campbell,"Court of Appeals Judge, Southern District - Gary W.",,,Yes,1425,1425,0,0
Greene,0011 11/1st Campbell,"Court of Appeals Judge, Southern District - Gary W.",,,No.,322,322,0,0
Greene,0011 11/1st Campbell,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,Yes,1350,1350,0,0
Greene,0011 11/1st Campbell,31st Judicial Circuit Div. No. 2 - Jones GREENE,,,No.,397,397,0,0
Greene,0011 11/1st Campbell,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,Yes,1416,1416,0,0
Greene,0011 11/1st Campbell,31st Judicial Circuit Div. No. 6 - Borthwick GREENE,,,No.,323,323,0,0
Greene,0011 11/1st Campbell,Associate - 31st Circuit Div. No. 23 - Hosmer GREENE,,,Yes,1353,1353,0,0
Greene,0011 11/1st Campbell,Associate - 31st Circuit Div. No. 26 - Carrier GREENE,,,Yes,1389,1389,0,0
Greene,0012 12-AB,President,,REP,DONALD J. TRUMP MICHAEL R. PENCE,409,409,0,0
Greene,0012 12-AB,President,,DEM,JOSEPH R. BIDEN KAMALA D. HARRIS,536,536,0,0
Greene,0012 12-AB,President,,LIB,JO JORGENSEN JEREMY (SPIKE) COHEN,27,27,0,0
Greene,0012 12-AB,President,,GRN,HOWIE HAWKINS ANGELA NICOLE WALKER,4,4,0,0
Greene,0012 12-AB,President,,CST,DON BLANKENSHIP WILLIAM MOHR,1,1,0,0
Greene,0012 12-AB,Governor,,REP,MIKE PARSON,399,399,0,0
Greene,0012 12-AB,Governor,,DEM,NICOLE GALLOWAY,543,543,0,0
Greene,0012 12-AB,Governor,,LIB,RIK COMBS,29,29,0,0
